expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
NA,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,329,Salling   Johnny Ray Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
NA,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,400,Salling   Johnny Ray Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
NA,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,350,Salling   Johnny Ray Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
NA,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,484,Salling   Johnny Ray Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
NA,Dundalk Eagle Newspaper,PO Box 600  Easton  Maryland 21601,Business/Group/Organization,1792,Salling   Johnny Ray Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
NA,Troop Public Relations,9103 Woodmore Center #213  Glenarden  Maryland 20706,Business/Group/Organization,625,Fraser  Stanford Friends of,Media,Videos,NA,Debit Card,NA,Electoral,NA,NA
NA,Diamond Strategies LLC,2727 29th Street NW  Unit 514  Washington  District Of Columbia 20008,Business/Group/Organization,500,Judges - Baltimore City Sitting Judges Committee Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,November-December Retainer,NA
NA,Tholander Consulting  LLC,1221 Van St SE  Apt 722  Washington  District Of Columbia 20003,Business/Group/Organization,2881.16,McMillan  Herb Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Email Marketing,NA
NA,Tholander Consulting  LLC,1221 Van St SE  Apt 722  Washington  District Of Columbia 20003,Business/Group/Organization,3034.32,McMillan  Herb Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Email Marketing,NA
NA,Tholander Consulting  LLC,1221 Van St SE  Apt 722  Washington  District Of Columbia 20003,Business/Group/Organization,2358.12,McMillan  Herb Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Email Marketing,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,95,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,340,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,180,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,190,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,210,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,225,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,Jennifer Johnson,3005 Marlin Dr  Riva  Maryland 21140,Business/Group/Organization,210,McMillan  Herb Friends Of,Media,Graphic Design,NA,Check,NA,Electoral,Graphic Design,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,59.37,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,143.1,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,143.1,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,115.51,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,MailChimp,675 Ponce de Leon Ave NE  Ste 5000  Atlanta  Georgia 30308,Business/Group/Organization,83.73,McMillan  Herb Friends Of,Media,Online Advertising,NA,EFT,NA,Electoral,Email Service,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,52,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,1.74,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,49,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,52,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,52,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,52,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partner,1775 Tysons Blvd.  Tysons  Virginia 22102,Business/Group/Organization,52,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,50,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,100,Howard  Seth Citizens To Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Albert  Brian Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,Website Montlhly Fee,NA
NA,NationBuilder - Stripe,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,159,Albert  Brian Citizens for,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
NA,ActBlue  LLC,366 Summer Street  Somerville  Massachusetts 02144,Business/Group/Organization,91.5,Taylor  Kym Friends for,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
NA,Metropolitan Washington Council/AFL CIO,815 16th Street  N.W.  Washington  District Of Columbia 20006-4101,Business/Group/Organization,250,Taylor  Kym Friends for,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,80,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Vista Print,275 Wyman Street  Waltham  Massachusetts 02451,Business/Group/Organization,283.03,Harrison  Ingrid S. Friends of,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
NA,Printing Specialist,9015 Junction Drive  Suite 5  Annapolis Junction  Maryland 20701,Business/Group/Organization,397.5,Harrison  Ingrid S. Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,NGP VAN,655 15th St NW  Suite 650  Washington  District Of Columbia 20005,Business/Group/Organization,1007,Jain  Ashwani Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,20,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,Campaign Partners  Inc.,640 John Carlyle Street  Suite 403  Alexandria  Virginia 22314,Business/Group/Organization,59.4,Thompson  J. (James) Howard Citizens for,Media,Online Advertising,NA,Debit Card,NA,Electoral,Maintenance fee for maintaining online account.,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,50,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,750,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,100,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,400,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,60,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,200,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,250,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,500,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,150,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,350,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
NA,FACEBOOK,1 HACKER WAY  MELNO PARK  California 94205,Business/Group/Organization,300,Jain  Ashwani Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
